,seed,sigma_f,sigma_l,lambda_,num_frequencies,num_oversample,T,gamma,noise_scale,oversample_factor,eta,c,norm,obj_val,percentage,time_milliseconds,time,solution,x_lattice,x_barrier_values,xp_est_barrier_values
0,42,7.0,[10.  7.  5.],1e-05,5,100,5,0.5,0.01,2.0,0.10041866452209441,0.05051932330088198,0.7993380294749886,0.7060305620530086,29.396943794699137,3117640,51:57,"[ 6.29563331e-01 -1.19993382e-01  1.74672310e-03 -2.73246204e-02
 -3.86152469e-02 -3.40908892e-02 -3.11654488e-02 -1.25615071e-01
  4.86194213e-02  3.45153924e-02 -6.25955215e-02  2.85178556e-02
 -2.88438357e-02  1.81945641e-02  3.23324721e-02  1.10900291e-02
  2.65227520e-03 -1.47597522e-02 -1.24823092e-01  4.03728397e-02
  1.24258212e-02  3.31495059e-02 -1.90573499e-02 -1.13462797e-02
 -4.69692860e-03  1.07249009e-02  3.30566949e-02  1.26320079e-01
  7.38102877e-02  2.44986600e-03  4.33943972e-02  1.69033540e-03
  4.45068240e-03  7.56342100e-03 -1.71550460e-03 -1.36486750e-02
 -1.18929751e-02 -4.26548771e-02  7.26729777e-02 -1.04851384e-02
 -6.29125550e-03  1.72916100e-03  8.15857710e-03  4.67770150e-03
  1.97200991e-02  2.39215100e-04  9.00630050e-03  1.57850345e-02
  5.46914599e-02  7.55326319e-02  1.47244180e-02 -1.98419230e-03
 -1.64682186e-02 -1.43311400e-02 -1.06220810e-03 -8.12449600e-03
 -7.99771430e-03 -5.32070628e-02 -2.99603930e-02 -3.14395993e-02
  1.71035011e-02  7.97954570e-03  6.98999400e-03  7.93772330e-03
 -9.74123720e-03 -2.09284690e-03  6.09869190e-03  3.25854886e-02
 -3.09858580e-03 -8.75812310e-03 -1.28244417e-02 -3.94684960e-03
  1.56325550e-03  1.67766165e-02  7.93879700e-04  4.23457820e-03
 -1.27398674e-02 -7.27171030e-03  3.73446650e-03 -8.62963740e-03
 -9.56498900e-04  6.85658650e-03  5.74968280e-03 -1.10963130e-03
 -4.17590670e-03  1.10302875e-02  1.39869142e-02 -1.30154486e-02
  1.96946623e-02  5.85292430e-03 -2.31780277e-02 -7.08908670e-03
  9.36641820e-03  2.36491512e-02  1.29197789e-02  1.93392106e-02
 -1.53520074e-02 -1.79238145e-02 -9.00667263e-02  1.82636446e-02
 -3.83658980e-03  1.22384580e-03 -2.31107350e-03 -4.65028410e-03
 -4.92797210e-03  5.74346100e-03 -4.90148940e-03 -1.17942193e-02
  2.69666540e-03  4.25924600e-04  7.43225520e-03 -9.19946300e-03
  1.65117300e-03  3.97047430e-03  2.68347950e-03  1.73558690e-03
 -2.16891600e-03  2.04966478e-02  7.10455850e-03 -3.02352650e-03
 -2.28102520e-03  2.24584930e-03  6.40043600e-04  6.06493800e-04
 -5.76027820e-03  6.54783340e-03  1.18793477e-02 -2.42135889e-02
 -2.57128738e-02  1.05023096e-02  5.75233900e-03  4.09363510e-03
 -2.48430820e-03  4.94825050e-03  5.12007060e-03 -3.09319400e-03
  1.13325636e-02 -2.02769211e-02  3.55120720e-03  1.11916009e-02
 -5.57684870e-03 -4.23869080e-03 -4.79696310e-03  2.01766421e-02
 -1.10226130e-02 -1.76987461e-02 -3.10019923e-02 -1.17867570e-02
  2.98324540e-02  6.19854340e-03  8.91282160e-03 -4.41863620e-03
 -5.65894350e-03 -3.47774100e-03 -1.21398763e-02 -6.61840500e-04
  3.75045030e-03  1.60897378e-02 -1.96197672e-02 -1.16847050e-03
 -3.95398890e-03 -1.60938480e-03  1.01684188e-02  4.04670000e-03
 -7.08707000e-04  4.20837090e-03 -8.97072190e-03  8.57010360e-03
  2.68961026e-02 -2.75573800e-04  2.87705974e-02 -3.97873110e-03
 -5.54947180e-03  1.14952646e-02 -4.84881000e-05 -1.03132452e-02
  5.13312350e-03 -3.95501853e-02 -4.04166845e-02  9.86742040e-03
 -2.26696960e-02  1.75170640e-03  6.68735110e-03  1.42122124e-02
  2.00682505e-02 -3.47516780e-03 -7.25291570e-03  1.24856596e-02
 -5.61257834e-02  3.37963758e-02 -2.01522519e-02  2.38425584e-02
 -3.70523590e-03 -3.59208383e-02 -8.06172710e-03 -1.44493372e-02
 -1.83782450e-03 -4.93650707e-02  1.49421023e-01 -3.99995000e-04
 -4.18685670e-03 -1.52002911e-02 -7.52234170e-03 -1.39115541e-02
  8.66023280e-03  4.86670777e-02 -8.77804400e-03  1.48685448e-02
 -8.29160600e-03  1.18660878e-02  1.17994520e-03  3.53951920e-03
  8.70357500e-03  4.27923100e-03 -1.13062028e-02 -4.87411850e-03
 -1.44524000e-05 -3.84867716e-02  3.26260090e-03 -1.16627468e-02
  2.73449794e-02 -3.30241200e-04 -4.15474970e-03  1.31299735e-02
  1.23624188e-02  1.78229350e-02  1.03564236e-02 -2.67426760e-03
 -1.05276123e-01  1.67138270e-03 -5.15932397e-02  1.60243360e-03
  3.01502441e-02  1.13854975e-02 -1.23553245e-02 -1.55171660e-02
 -1.11127327e-02 -6.53125271e-02 -1.49742207e-02  2.92155045e-02
  1.86424301e-02  3.04456762e-02 -8.70864240e-03 -6.47042021e-02
  2.29633724e-02  6.36613040e-03  9.26796005e-02  1.51265915e-01
  7.70107945e-02]","[[ 1.         -7.         -3.14159265]
 [ 5.68421053 -7.         -3.14159265]
 [10.36842105 -7.         -3.14159265]
 ...
 [80.63157895 19.          3.14159265]
 [85.31578947 19.          3.14159265]
 [90.         19.          3.14159265]]",[0.65493631 0.62571655 0.64286637 ... 0.76794147 0.72493618 0.65493631],[0.64345729 0.49806824 0.38469431 ... 0.65194503 0.62802662 0.56053864]
